                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     400                                     1426                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.1028509976612398E+007                  7.2371507635474773E+003                  1.2913124973753967E+004                  5.3321981543239272E+004                  4.6136388199312890E+001                 -3.2101126536107465E+000                  0.0000000000000000E+000                  6.8713952756205057E-033                  8.3855160466379075E-001                  1.3440260148765240E-001                  2.8696105006764722E-005                  2.7063765613373728E-003                  2.0233499120811859E-002                  1.5000000000000002E+001                  0.0000000000000000E+000                  7.4638940983756079E+000                  2.1171623550574580E-004                  7.0515863048185832E+000                  1.9965759720029755E-001                  7.4439032674834121E-002                  9.4022930399850671E-002                  5.5029992552641807E-002                  3.2504664909558416E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.0979821627955069E+005                  2.1538405716762518E+003                  2.8130987569988128E+006                  5.3256207006979144E+004                  4.2665972065502036E+004                  1.0222279812855451E+004                  2.9076626200400628E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.4803330643794344E+014                               "r25.12.1"                               "gfortran"                                 "13.3.0"                  "aarch64-macos-25.12.1"                                 "CRMATH"                               "20260128"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000002E+001                  1.6640435926448682E+000                  4.1110430510066847E+000                 -1.0364691824143266E+001                  2.1410705880873402E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3320046934965558E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  1.6640428707603372E+000                  4.1110771647787798E+000                 -1.0364456886611805E+001                  2.1412742963143243E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3354310263874099E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999956250E+001                  1.6640414878419720E+000                  4.1111107849959625E+000                 -1.0364225477268246E+001                  2.1414750057278655E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3388077166069784E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999941876E+001                  1.6640407967461797E+000                  4.1111458012190170E+000                 -1.0363984623848964E+001                  2.1416839807744656E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.3423241247717468E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999911328E+001                  1.6640393289708995E+000                  4.1111822105139151E+000                 -1.0363734334829239E+001                  2.1419012111425588E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3459803575262439E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999895156E+001                  1.6640385523550756E+000                  4.1112200144111029E+000                 -1.0363474649254540E+001                  2.1421266831903361E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3497760835151218E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999862814E+001                  1.6640370000394173E+000                  4.1112578099572419E+000                 -1.0363215181216461E+001                  2.1423520414620234E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3535708973486866E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999846640E+001                  1.6640362243389257E+000                  4.1112830034705263E+000                 -1.0363042330617159E+001                  2.1425022164421406E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3561001583898601E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999830468E+001                  1.6640354489429501E+000                  4.1113207884600085E+000                 -1.0362783246578580E+001                  2.1427273831977587E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3598931282875437E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4999999999798124E+001                  1.6640338990634205E+000                  4.1113774521424151E+000                 -1.0362395038899797E+001                  2.1430649194089897E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  6.3655806951645009E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4999999999757694E+001                  1.6640319634216942E+000                  4.1114403924787029E+000                 -1.0361964285416761E+001                  2.1434396589011926E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  6.3718975468544839E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.4999999999717263E+001                  1.6640300296730322E+000                  4.1115347698565206E+000                 -1.0361319345974906E+001                  2.1440011725467203E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  6.3813670827312761E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.4999999999636399E+001                  1.6640261678374830E+000                  4.1116395737708622E+000                 -1.0360604330339175E+001                  2.1446242484428804E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3918819861620598E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.4999999999582490E+001                  1.6640235974585713E+000                  4.1117820338625330E+000                 -1.0359634754460735E+001                  2.1454702196573199E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.4061680931068637E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.4999999999453111E+001                  1.6640174421205980E+000                  4.1119327394535787E+000                 -1.0358611424236370E+001                  2.1463642120041908E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.4212808734016333E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.4999999999388422E+001                  1.6640143715971598E+000                  4.1120331527400262E+000                 -1.0357931196833174E+001                  2.1469592029748110E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.4313463518196136E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.4999999999323732E+001                  1.6640113058142847E+000                  4.1121836867544710E+000                 -1.0356913827776504E+001                  2.1478501889471904E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.4464300448007556E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.4999999999194351E+001                  1.6640051884013727E+000                  4.1124732923567899E+000                 -1.0354964292403311E+001                  2.1495611248905737E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.4754331174928661E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.4999999998949969E+001                  1.6639936843422769E+000                  4.1127957346822992E+000                 -1.0352804337908067E+001                  2.1514617592029519E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.5077189761352422E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.4999999998777465E+001                  1.6639856035703107E+000                  4.1131953619356274E+000                 -1.0350145349559099E+001                  2.1538098282159117E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.5476852719939188E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.4999999998432454E+001                  1.6639695393342977E+000                  4.1135939845526091E+000                 -1.0347508924286680E+001                  2.1561456149729752E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.5875547593711019E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.4999999998259947E+001                  1.6639615551651685E+000                  4.1139035197069811E+000                 -1.0345474942085513E+001                  2.1579538249885797E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.6184795871976137E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.4999999998029942E+001                  1.6639509586673429E+000                  4.1142566144707304E+000                 -1.0343167165719015E+001                  2.1600113742003932E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.6537430436075705E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.4999999997799934E+001                  1.6639404175588484E+000                  4.1146970851251350E+000                 -1.0340307825159805E+001                  2.1625699255441422E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.6976952719697429E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.4999999997454921E+001                  1.6639247082319397E+000                  4.1153119373298326E+000                 -1.0336350484856531E+001                  2.1661272745347246E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.7590047338023692E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.4999999996994905E+001                  1.6639039498415511E+000                  4.1163614712466838E+000                 -1.0329689822396103E+001                  2.1721597494370517E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.8634655317982414E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.4999999996074878E+001                  1.6638630562283085E+000                  4.1174033834911183E+000                 -1.0323168183541499E+001                  2.1781118043011944E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.9673100795342639E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.4999999995614862E+001                  1.6638429099229761E+000                  4.1186127299362765E+000                 -1.0315748240013550E+001                  2.1849555725462770E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  7.0873704326267068E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.4999999994464824E+001                  1.6637933854364670E+000                  4.1204938803932771E+000                 -1.0304445546009674E+001                  2.1955015535824756E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.2742446446495603E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.4999999993084781E+001                  1.6637354612816657E+000                  4.1228566294016069E+000                 -1.0290664284442668E+001                  2.2085705081814950E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.5087779104200941E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.4999999991244721E+001                  1.6636606070518538E+000                  4.1251794677321687E+000                 -1.0277478978203494E+001                  2.2212662718505110E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  7.7402441085982952E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.4999999989864676E+001                  1.6636061208774424E+000                  4.1274690516199968E+000                 -1.0264874215038965E+001                  2.2336075209767015E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.9681868575713400E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.4999999988024618E+001                  1.6635355203544915E+000                  4.1300385828035129E+000                 -1.0251084033708917E+001                  2.2473040708479544E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.2252629463673502E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.4999999986184557E+001                  1.6634670935470319E+000                  4.1325603732340106E+000                 -1.0237903907080447E+001                  2.2605900838062705E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  8.4787145315241916E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.4999999984344496E+001                  1.6634006812639908E+000                  4.1350349819206116E+000                 -1.0225280598142632E+001                  2.2734894567493962E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.7287773499617258E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.4999999982504438E+001                  1.6633361423685720E+000                  4.1374631826425610E+000                 -1.0213167761499346E+001                  2.2860240618371543E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.9756589769139265E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  1.4999999980664379E+001                  1.6632733510378477E+000                  4.1404394284073724E+000                 -1.0198707881874448E+001                  2.3012087246520192E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.2795375516753856E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  1.4999999977904290E+001                  1.6631821999247598E+000                  4.1433369158696021E+000                 -1.0184863382490231E+001                  2.3158924747906648E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  9.5801198088164782E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  1.4999999976064229E+001                  1.6631233086051644E+000                  4.1467430302108452E+000                 -1.0169127472025057E+001                  2.3328907842767395E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9336070209574863E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  1.4999999972384112E+001                  1.6630096495115372E+000                  4.1500353102916074E+000                 -1.0154061079854273E+001                  2.3492655770875310E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0284270434229695E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  1.4999999970544051E+001                  1.6629547256980688E+000                  4.1521885868060684E+000                 -1.0144447329699304E+001                  2.3598541524921921E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0514468319267002E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
